batiment_groupe_id,annee_construction,mat_toit_txt
42218000HT0021_b9a0c8085f6b03a,1998.0,INDETERMINE
42218000MW0090_da73742fc610f44,2017.0,INDETERMINE
uf380870407538_da6fab480c3857a,1977.0,TUILES
63032000BB0118_cae77a0e03e52e4,1971.0,
63032000BC0354_2590497663d8d04,1991.0,
630700000C1322_fd273d9560b5930,2010.0,INDETERMINE
63075000AI0121_f696fe193bbc6da,,
63113000HW0118_456bb98b937ffb1,1913.0,TUILES
63113000HW0236_56c9ab64117e7bc,1911.0,TUILES
63113000HW0301_72f844ee9913601,1913.0,TUILES
63113000HW0351_3b5ecbdf3b5dcff,1900.0,TUILES
63113000KM0094_b0eb89fc3c0af75,1972.0,BETON
63113000KN0040_1a0815741cb962b,1967.0,BETON
63124000AZ0151_636ba1cc6aa0a62,2015.0,TUILES
63300000BX0015_afb08a2bfcf317d,1750.0,
69027000BE0069_09816dc9cca3688,2017.0,INDETERMINE
69152000AH0315_5ab044b9b3a208d,2013.0,INDETERMINE
69244000AP0201_2690191c7909f22,2010.0,TUILES
69244000AP0201_3be29c29c6928ca,2010.0,INDETERMINE
69244000AS0166_4c29b14681bfe59,1870.0,TUILES
69259000BL0102_698535325b3ec55,2003.0,BETON
69264000AB0277_b7e088bf38df304,2003.0,INDETERMINE
69264000AH0053_0ff8266e86c8a1c,1800.0,TUILES
69264000AN0002_3081e77466cf849,2008.0,INDETERMINE
69266000BL0323_65f37b1b1e08fb5,1895.0,TUILES - ZINC ALUMINIUM
69266000BN0131_7ef0d8c1afb5caf,1870.0,TUILES
69266000BT0249_5e20ff39c6a3e65,1977.0,BETON
69266000BV0098_a704b8bd9be580a,2013.0,BETON
69266000CK0053_17c9b70217f147a,1992.0,BETON
69278000AI0523_ea9e1f301c04af7,1999.0,TUILES
69290000CM0185_c8a1b2a579c263c,2019.0,INDETERMINE
69381000AP0291_633fd33ba4643e6,1890.0,
69382000AW0117_d1279a0ffb7f29f,1820.0,TUILES
69382000BC0166_00bf364ad01dd89,2010.0,BETON
69383000AH0138_b843e5f27235479,1961.0,ZINC ALUMINIUM
69383000AV0011_8ef958d92f49239,1994.0,INDETERMINE
69383000AZ0188_2f26bc04607278c,1991.0,TUILES
69383000BI0059_cd0159de70e7a12,1989.0,BETON
69383000BK0036_5c23558553fd1fd,1958.0,TUILES
69383000BK0036_87a8efafb3e5c70,,
69383000BK0036_a551f596dcadd4c,,
69383000BK0042_eee7142dfe867c4,2013.0,INDETERMINE
69383000CS0058_62f9353039c3a31,1974.0,
69383000DY0023_d0cd677a8529a8b,2018.0,INDETERMINE
69384000AO0092_53e7fc62c7e4dbf,1963.0,TUILES
69384000AV0030_d215c2e0eadcbb1,1830.0,TUILES
69384000AW0249_d058a19315533dc,1830.0,TUILES
69385000AP0029_7ff1c9848fb387f,1870.0,TUILES
69386000AP0111_375e6db1bee9c28,1880.0,TUILES
69386000AS0114_fb8a93e34b58ce0,2010.0,TUILES
69386000BE0123_3ae3ec650dcf9c9,2002.0,
69387000AM0016_049b88de3d9ed7b,1950.0,TUILES
69387000BS0043_3a9e83bcbf9f3ae,1925.0,
69388000AE0068_d37b8366fa30bc8,1994.0,
69388000CD0011_a1010ac02f43db5,2015.0,INDETERMINE
69388000CI0367_a12bd8dc8182a64,1980.0,INDETERMINE
69389000CX0232_2029a4ac2c9b406,1780.0,TUILES
uf692660132314_7d4cc5774978bff,2011.0,BETON
63113000EP0011_3ef893ed56454ea,,
63113000EP0011_ac3068676342ada,,INDETERMINE
63113000ES0079_09900a7d9f6ca29,1965.0,
63113000ES0079_aa5c97719e1c344,,
63113000HR0019_1441e87fd333790,1750.0,TUILES
63113000HZ0039_c5b41b342440259,1988.0,INDETERMINE
63113000IT0180_38729015a73c658,1959.0,
63113000LN0014_675bcba5acc0538,1972.0,INDETERMINE
63113000LN0101_78af095bec87646,2015.0,INDETERMINE
63300000AV0139_109460128b1a867,1968.0,
630700000C1311_d55fb17e98fb646,2013.0,INDETERMINE
63080000ZM0342_292d9840369d6fd,1973.0,TUILES
63103000AM0523_eb0e9f9a6aaa03c,1900.0,INDETERMINE
63113000EV0033_7cef4a6af90fa83,2008.0,
63113000EY0165_d8422d22fbe9069,1961.0,BETON
63113000HP0330_360fa334fb3ea3a,,INDETERMINE
63113000HV0161_beccb067b940586,1815.0,TUILES
63113000HW0339_f553c439f0df66c,1900.0,INDETERMINE
63113000IV0132_50d1312b76266ee,1914.0,ARDOISES - TUILES
63113000LO0264_496ece76c636534,,INDETERMINE
63113000LO0801_4fe4076c13ab60b,2012.0,INDETERMINE
63178000AC0116_f8f6f98a4142d43,1800.0,TUILES
63178000AT0263_2089fd972db0ef4,1981.0,BETON
63075000AD0329_9929ff6c52acf52,,
63113000CE0063_44d5567aa6e8a1b,1967.0,
63300000BW0572_9e4f29eb82ccdaf,2007.0,INDETERMINE
63300000BX0065_cecdce94689d8ae,1870.0,TUILES
63113000HO0320_26f80cbc4130226,1926.0,TUILES
63113000HV0075_d652e184c52ffaa,1910.0,TUILES - AUTRES
63113000HW0089_669f0f713a8be0c,1971.0,BETON
63113000LO0336_112184ebfe54866,,
63113000LV0542_619fd9b0e50e04a,2006.0,INDETERMINE
63178000AC0199_783281ff513766f,1830.0,TUILES
63178000AL0368_974b70911f8afad,1968.0,
63069000AL0404_2eb00da6b1d3cfd,2009.0,INDETERMINE
63069000AL0404_fdb64f24978e358,2009.0,
63075000XA0455_3e3e82832f431bc,1993.0,
63075000XA0455_470cff909ed2a5d,1993.0,
63113000BZ0036_1e9084fb334d5b4,1957.0,TUILES
63113000EN0286_70c8f1f4788f191,1974.0,BETON
63113000EV0015_ec3ca5b24caf64d,1968.0,BETON
63113000EV0190_e3708b934e0fc6a,,INDETERMINE
63113000EW0030_7008719a8d7d870,1961.0,BETON
63113000EW0030_9e79ee56af40ba5,,
63113000HV0044_d0a8fc0bd874f84,1925.0,TUILES
63113000IR0246_d89a26a05ff038b,1880.0,TUILES
63113000LP0100_e3562acd4bcd841,1967.0,
63113000LX0267_5832a61ff57540b,1958.0,TUILES
63124000BA0333_dd5d4f322445f23,2006.0,INDETERMINE
63307000AP0226_0dd701a3d833b1a,,
63308000AI0437_12a40486d3199dc,1900.0,BETON
63178000AC0055_f1905113049e71a,1971.0,
63178000AC0095_4d53946f64a8dc8,1850.0,TUILES
63178000AI0157_0c69b094c43019f,1844.0,
63178000AM0036_cf3a7e8406c4256,1967.0,BETON - AUTRES
63245000AM0754_312938a2eaf9d80,2004.0,
63300000BW0222_bc8f564681ba98a,1990.0,
63300000BX0164_16800eea540e345,1800.0,TUILES
63300000BZ0128_2bab59636400398,1895.0,TUILES
69024000AC0093_10a83519016e6a7,,ARDOISES
690290000F1169_bf3ebda4e3ca320,1996.0,
69034000BE0039_8354ea7af893609,1960.0,
69069000AW0366_987029576392836,2017.0,TUILES
69089000BK0028_1f56cfcd405c97d,2009.0,INDETERMINE
69089000BZ0167_f9ad6fc3798c11d,2008.0,INDETERMINE
69204000AW0202_339d16b9ddb6671,1800.0,
69259000BL0045_525db71f7a295bb,1988.0,
69264000AB0117_9004bd28acc0b45,2012.0,
69264000AB0303_7e1ffe692c33875,2008.0,
69264000AK0028_9ce67c8e671ce60,2007.0,INDETERMINE
69264000AK0271_0811f83d4ca192f,1999.0,
69264000AN0413_aad267c33b1ffbb,2007.0,
69266000AI0252_85032272aa62757,2008.0,TUILES
69266000BE0170_5edd6dd5493d811,1965.0,BETON
69266000BH0117_e397a7997a035dd,2004.0,
69266000CC0104_5c6232ac65c14dd,1996.0,
69266000CC0104_5f6d94f77928aaa,,
69266000CL0095_5d84fa03624a790,1920.0,TUILES
69266000CL0308_de796db7c8bb62c,2009.0,INDETERMINE
69275000AT0005_2c3bf9dee5eac12,2008.0,INDETERMINE
69288000AB0022_462db90c7d05ff4,1974.0,BETON
69290000DE0662_7855601472cb608,2016.0,INDETERMINE
69382000AK0008_71063bc01a8ef12,1978.0,AUTRES
69382000AP0007_a9e5e3719b6f379,2018.0,INDETERMINE
69382000AP0013_eee88ff0db12558,1880.0,TUILES - ZINC ALUMINIUM
69382000AS0051_37d0485303c5b80,1700.0,
69382000AX0038_daf0ee988861b67,1874.0,TUILES
69383000BE0053_35bc971f4e22a80,2000.0,TUILES
69383000BE0053_e54456669479f57,2000.0,TUILES
69385000AP0109_9dd5ce728a0928c,1905.0,TUILES
69385000AS0056_809f5e41382f063,1850.0,
69385000AY0127_1bc403c2f72cbff,,INDETERMINE
69385000BO0175_1355d41901a2e3a,1967.0,TUILES
69386000AK0098_c384a96d896f8f7,1850.0,TUILES
69386000BD0004_35e4f532dcac881,1966.0,
69386000BE0078_8f960d03efd8060,1885.0,TUILES
69386000BK0071_0ff9ec7c68f6663,1974.0,BETON
69387000AD0046_c0a7d3a23608ba6,1820.0,BETON
69387000AM0042_319732011be0210,1958.0,TUILES
69387000AT0034_817e3df0ff133ab,1996.0,BETON
69387000BH0049_b4c0358d5d373cd,1920.0,
69388000AH0115_49c0f617cc7ab7c,1985.0,
69388000BI0123_8eec7c6f4e5541d,1966.0,BETON
69388000BI0221_0e1c6d1465169e8,2012.0,TUILES
69389000AM0039_f4f340c74ad6152,1890.0,TUILES
69389000BS0062_b875b87c9cfb95b,1850.0,TUILES
uf693880154264_f52a9b976cd0e90,,
69019000AE0713_c86639d81559039,1982.0,
690290000D1301_fa10d485c9b9905,1960.0,TUILES
69034000BK0354_92192c26d676dec,1967.0,BETON - AUTRES
69034000BK0354_b4de90ecee96bc6,1967.0,BETON - AUTRES
69069000AW0003_d1ca211eecd72d9,2013.0,INDETERMINE
69027000BE0141_69c79fb98344cf0,1800.0,
690290000B2582_e4308744c55aa77,2003.0,TUILES
69152000AL0477_86fc07438a50e59,2004.0,INDETERMINE
69040000AI0173_5a66df7ee407894,2020.0,INDETERMINE
69069000AI0053_8a8be8307f24208,2010.0,
69204000AT0263_ab6d0d6e766839d,2005.0,INDETERMINE
69069000AV0069_f7f149b2f983fd4,1959.0,TUILES
69092000AN0008_8d48f2c7976f852,2020.0,
69244000AO0155_202826a02fbff92,1974.0,BETON
69264000AI0529_ed351a9083f10fe,,INDETERMINE
69264000AL0072_a24a5b549831c44,1900.0,TUILES
69264000AL0073_9938081e467cb96,1936.0,TUILES
69264000AP0132_d8da3af3c518cdd,1967.0,BETON - ZINC ALUMINIUM
69266000AZ0109_27f4afa5f91b3a1,2017.0,INDETERMINE
69266000BE0111_173f277058b18cd,1910.0,TUILES
69266000BE0111_50df9613f217668,2001.0,TUILES - AUTRES
69266000CK0027_9c4c3bea642ad31,1966.0,TUILES
63075000AH0103_3d41f5c145a1eeb,,INDETERMINE
63075000AI0537_885161039fd16fc,1972.0,AUTRES
69149000AI0383_6ba51ede79b52d4,1910.0,TUILES
69149000AL0033_0805a021178bf50,1967.0,BETON
63113000AM0057_5beeb9fd3cee93c,1971.0,BETON
63113000EP0058_099b3058c775d73,1974.0,BETON
63113000ER0016_a19027c42028d72,1971.0,BETON
63113000EY0317_b1c200b61bb37e9,1974.0,BETON
63113000HP0143_05a0e57c435f9b5,,INDETERMINE
63113000HT0137_91c9253a057c9e5,1974.0,BETON
63113000HV0039_20b846bf612bb8f,1970.0,TUILES
63113000HV0223_077c05e2ed1385b,1895.0,TUILES
63113000HW0132_639450293b40c63,1967.0,
63113000IS0252_9770af300e2612e,1998.0,INDETERMINE
63113000IT0024_72a8f669f514ef7,1962.0,ZINC ALUMINIUM
63113000KM0040_8e0da770c7d0ea1,1960.0,BETON
63113000KR0364_677eb9fd05845ab,1978.0,AUTRES
69202000AD0260_81b902857d5f17a,1963.0,INDETERMINE
63124000CL0512_691d2f77b9f4c39,2012.0,INDETERMINE
69204000AT0264_8b35758ac44b56a,2006.0,INDETERMINE
69381000AP0169_7c37a0a412833a5,1850.0,TUILES
69382000AE0080_b93e53ed2c348eb,1840.0,TUILES
69383000AN0050_014dcfd0d4dc12a,1900.0,TUILES
69383000AO0064_563fd83d5fce81b,1900.0,INDETERMINE
69383000AX0016_50a80b9ef85be5c,1956.0,BETON
69383000BC0100_c4c935647abc60d,1994.0,INDETERMINE
69383000CH0006_0d330e4b859112f,1959.0,BETON
69387000AE0140_059540e6306b255,1990.0,
69387000AE0143_3bb824fdd1536bd,1992.0,TUILES
69387000AI0020_53ab43f92e5d016,1990.0,BETON
69387000AX0079_6f00299886888cd,2001.0,
69387000BK0122_2a5fa71ab5e85ca,1800.0,INDETERMINE
69389000BP0167_f94acfc685e48cd,1998.0,INDETERMINE
63178000AD0275_8300d8cd0d52d08,1850.0,TUILES
63178000AZ0048_94bff79a7a8d4c6,1972.0,TUILES
63178000AZ0049_6d882c487770e92,,
69389000CV0014_6ce78795e112524,1850.0,TUILES
uf690290013559_592fd494616a2c5,1930.0,TUILES
69259000AA0194_c34176e4c1197a1,2020.0,INDETERMINE
69264000AC0748_f6d80e6f1fc926e,2009.0,INDETERMINE
63236000AC0463_36617d50d9bb241,2002.0,INDETERMINE
69266000AV0049_d5047082fc426e6,1960.0,BETON
69266000BE0269_4dbbb9a12f95b06,1998.0,TUILES
69266000BL0014_da2201a47e5501f,1910.0,TUILES
69266000CM0098_70a83a958a76682,2017.0,INDETERMINE
69009000AM0247_780d3ed94482a33,2007.0,AUTRES
63300000BT0243_f6e8ff8728f0de2,1870.0,TUILES
63300000BX0110_b4f289ceafc1a3f,1800.0,TUILES
63300000CD0233_059a42ac743aa28,1830.0,
63307000AP0226_23ae034f64071be,1969.0,BETON - ZINC ALUMINIUM
63307000AP0226_abeacc0b8450bfa,1969.0,BETON - AUTRES
69019000AE0021_0109f3a26ebfd0f,2018.0,INDETERMINE
uf692830142634_f345a5add296ec9,2014.0,INDETERMINE
uf692940149878_88dfb7ab06ca6e6,1850.0,TUILES
uf693890154711_6fa0ef452f9f00e,1700.0,INDETERMINE
69292000AI0058_aa11dbd25bedec2,2014.0,BETON
69294000AM0206_f69a81f7ade93f8,2015.0,INDETERMINE
69294000AM0217_4537741bc6db4ec,2020.0,INDETERMINE
69381000AP0058_8f7f4f4af145940,1850.0,TUILES
69381000AS0052_374d0014ce3f1f2,1880.0,TUILES
69382000AD0019_4e94a143d419a30,1850.0,TUILES
69382000AK0014_4363e26e14e02ff,1840.0,
69382000AS0040_53be592683365a8,1850.0,TUILES
69383000BL0029_5a9a4745b240151,1943.0,TUILES
69383000DE0068_b78fd60cd85e139,1986.0,BETON
69383000DZ0037_1a73b9fbcff1118,1986.0,
69383000EL0122_b7f11bbc09d91a5,1992.0,
69385000BI0188_c808a3cee3df8e4,2015.0,INDETERMINE
69385000BO0198_87da5d0b63dd679,2000.0,
69387000AD0065_6d2659b9befd1ca,1937.0,TUILES
69387000BO0182_60e9dbeb6d766f7,2009.0,TUILES
69100000BH0106_876286b7c346f71,1964.0,ZINC ALUMINIUM
69387000BW0003_949ef8a26e63d1f,1961.0,TUILES
69388000AD0018_a0691fabc1b6383,1870.0,TUILES
69388000BL0006_b864aba22190597,2010.0,TUILES
69389000AP0169_0b41711d047c275,2008.0,INDETERMINE
69389000BC0128_c444e7b1b67d54a,1900.0,TUILES - ZINC ALUMINIUM
69389000BP0219_76071312cc78726,2000.0,INDETERMINE
69149000AL0198_9dd28157b6e22db,1900.0,TUILES
uf631780347484_f85e4fa47450350,1910.0,TUILES - ZINC ALUMINIUM
69204000CE0024_ac811938812d852,1987.0,BETON
69204000CE0044_4e6374a0fdb1c23,1987.0,TUILES
69204000CE0045_f21c91296f613a3,1988.0,TUILES
69259000AI0040_9943c00e593ebb2,,INDETERMINE
uf692440117875_d604c112c8aa9bf,2014.0,INDETERMINE
69264000AC0689_5d1a62d53eece30,2001.0,INDETERMINE
69264000AK0071_9e72701dd966f37,2012.0,INDETERMINE
69264000AL0446_c3e6d0fadbc7856,1900.0,AUTRES
69264000AP0181_5b2a5b3325b9675,2008.0,
69264000BC0015_67975e384c94e1d,1880.0,TUILES
69266000BL0028_7ef7d8617ee66fd,1898.0,AUTRES
69266000BN0178_bc2d023cefdc31b,1900.0,TUILES
69266000BO0086_1e4c99946dbc2c8,2004.0,TUILES
69266000BW0115_7b0c6e138a473c6,1966.0,BETON
69266000CM0066_d696668e04d01a8,1985.0,
69268000AO0454_568af96bd418c13,2019.0,TUILES
uf692940251524_d88ce9a2b82c1e0,1850.0,TUILES
uf693850251961_f9d132ca8e8e345,2019.0,INDETERMINE
uf693880154264_74a4f641196327e,,INDETERMINE
uf693880154264_ce80eac62a5965d,,INDETERMINE
uf693890252148_3fb8558277e4a99,1957.0,
69286000CB0206_b7d4790d6860ba2,2003.0,
69290000EH0299_61e29bd9960f99f,2020.0,INDETERMINE
69294000AO0042_0c946b6267cf9c9,1991.0,TUILES
69381000AB0031_54aa433244a2129,1960.0,BETON
69381000AH0005_0cb8f991105c01a,1830.0,TUILES
69381000AM0058_b03d0d5ee112a49,1998.0,INDETERMINE
69381000AP0293_3cb8120e69c0869,1875.0,TUILES
69383000BK0077_4f5f0f464f47e7b,2003.0,
69383000CN0115_d5448a5c3a0c64e,,
69383000CN0115_f0be8b5229e2b64,1962.0,BETON - AUTRES
69383000DP0085_49df4a3f9ef520f,2001.0,
69386000BD0032_b751bb72b6e3f33,1850.0,TUILES
69386000BD0143_5f864acdcdf0fa4,1997.0,INDETERMINE
69387000AL0081_cb8c27e38b9e382,1930.0,TUILES
69387000BI0127_585f40221e2d4b1,1999.0,TUILES
69387000BI0127_6949bdc82e4aec2,1999.0,TUILES
69387000BK0290_9d58857ddda7f49,2013.0,INDETERMINE
69387000BO0037_df2116fd083ebf7,1890.0,TUILES
69387000BR0142_f15e045743470cb,2001.0,TUILES
69387000BR0154_608396b68f07ecf,1982.0,
69387000BT0065_62ea6f499c7f336,2005.0,BETON
69387000CD0010_81540c978af796c,1931.0,TUILES
69388000BN0008_9708870b5c1b388,1920.0,TUILES
63075000AC0658_c168bf0e949faf9,1890.0,TUILES
63113000EO0287_cd4f4b59d855f83,,
63113000HP0088_d24e70a99ffe60f,1990.0,
63113000HV0157_5cc29fc7fa0a417,1904.0,
63113000HW0107_fd80af8b5ef6f32,1906.0,TUILES
63113000HW0163_ecebe6927ed4207,1973.0,BETON
63113000HW0447_fea2e59f91fdb80,1902.0,TUILES
63113000IT0414_f24e61129dc7e15,1972.0,BETON
63113000IT0422_a4cb436465a593d,1870.0,
63113000LO0627_3bd3085f9f4c11a,1939.0,BETON - TUILES
63124000AN0275_700dca626aaa355,2017.0,INDETERMINE
63124000BR0572_7ce14afc363d3fe,1972.0,
63178000AC0551_3fbdd222c64af96,1700.0,
63178000AH0084_e203d03eefb50a2,1800.0,TUILES
63308000AI0123_0d91b87e5c5748a,1890.0,INDETERMINE
uf631130292491_e8b0ea12dcf5b15,1992.0,
uf631130292492_bafcc08384dc468,1995.0,TUILES
690290000F1578_05d8bc5d5b22c9c,,
69040000AH0264_dfa2855df27a4cf,1954.0,TUILES
69149000AH0046_5992f5279d57c7a,1960.0,INDETERMINE
69149000AK0004_c71328ffa49df35,1979.0,BETON
69204000AS0206_7c22a10c5cfffc3,2000.0,INDETERMINE
69204000BB0074_b61dee19d249c77,2002.0,
69244000AS0204_3258deaf2e1f8ab,1860.0,TUILES
69266000BE0369_a1a80c426dfeac2,2011.0,BETON
69266000BP0033_353af17454c2d7d,1900.0,TUILES
69266000BR0166_80ff558a0d384b3,1969.0,BETON
69290000CW0652_df01182609ec052,2018.0,INDETERMINE
69295000AK0118_1fcd3fe06c47780,2016.0,TUILES
69381000AO0160_c80b259dfbe1096,1820.0,TUILES
69382000AP0006_47b070850b985d9,2016.0,INDETERMINE
69383000AL0023_f5b22339d2b4d89,1870.0,TUILES
69383000AZ0223_dcee2b0cb9374f2,2003.0,AUTRES
69383000BK0042_fc0cb3790eb70f1,2013.0,BETON
69383000DH0007_c15d9b1bfd00cb3,2018.0,INDETERMINE
69385000AE0088_81c97fb68720498,1900.0,BETON - TUILES
69385000BD0077_ebd732dcf06ad65,2005.0,TUILES
69385000BK0070_4a6e5100b529ca8,1991.0,AUTRES
69385000BR0003_3f9b243b193ff67,,
69386000AP0083_40d2ea8f6651bc2,1850.0,TUILES
69386000BD0156_1c27fb692f2af98,1973.0,
69387000AR0023_dc01e1d1054ba9c,1930.0,TUILES
69387000BO0126_aef998ec2f6dc64,2009.0,TUILES
69388000AM0087_c1d186228a536ec,1999.0,BETON
69388000AN0277_29186f55f7ee155,2018.0,INDETERMINE
69388000BN0097_fc8b24e632b0d76,2019.0,INDETERMINE
69388000BX0097_5401def69488bf4,2013.0,BETON
69389000AZ0055_7bdfe7608cb81fa,2011.0,AUTRES
69389000CX0233_26c013e0e2f38fc,2012.0,TUILES
69389000CX0234_603691a725fd110,2012.0,TUILES
uf690690034702_227d7a151bcc61a,2010.0,TUILES
uf693820152347_50ddfd71bcad815,2016.0,BETON
690290000B2591_084f6671ad2d93e,2003.0,TUILES
690290000B2597_9d8bcd2e87ba5c6,2003.0,TUILES
690290000B2609_9398e8c21c3d8b2,1934.0,TUILES
690290000D1263_ff9bc863349b3e0,,TUILES
69034000AP0265_5f276de352f54c8,2010.0,
69034000AX0386_eacd0ed590b7d85,1968.0,BETON - AUTRES
69034000AX0391_d487c5e9822d667,1991.0,AUTRES
69040000AI0310_29aae75096d5937,1963.0,BETON
690810000B1441_33d2b4a72e691b9,2019.0,ARDOISES - TUILES
69092000AP0144_2f6fbaabd898665,2002.0,TUILES
69127000AH0005_b6268578fc53578,2009.0,AUTRES
69202000AE0361_f0e0029f77d1fd0,1999.0,
69202000AE0364_7f397eea1733ad5,1999.0,
69202000AE0375_0664030c5823cba,2001.0,
69204000BH0223_bb376b4168e012c,,TUILES
69204000BW0228_5815ed57c376b4d,1990.0,TUILES
692190000F0500_63659b734518047,2007.0,
69256000BR0559_5e8d3d0e40feef6,2015.0,INDETERMINE
69264000AC0648_6c454217500c1a4,2001.0,
69264000AC0648_79b038fde4d63ef,2003.0,
69266000BE0086_1f94bc8264a9475,1890.0,TUILES
69266000BL0067_6a92afbb49191ce,1910.0,TUILES
69266000BP0114_bd932724aeae303,,INDETERMINE
69290000DE0705_f87a3b9609c7803,,
69294000AM0049_8491b441f1a1234,2008.0,TUILES
69382000AK0090_aded67131219fa8,1750.0,TUILES
69382000AZ0089_42180474350e8b4,1997.0,INDETERMINE
69382000BC0018_a7d0e73193bd862,1963.0,BETON
69383000AB0079_c598d57789f5ee3,1994.0,INDETERMINE
69383000AV0041_919629fae3a377d,1995.0,INDETERMINE
69383000AV0048_180486e30709f96,2007.0,
69383000CS0010_4e9e05776b80ba0,1961.0,TUILES
69383000CX0055_bbbb1fbf8a72eae,2017.0,INDETERMINE
69385000AK0117_f559b1da1dbeac8,1700.0,TUILES
69386000BD0050_0bd5d5bc8925397,1890.0,TUILES
69386000BM0131_93d16b9bfefc2d4,1870.0,TUILES
69387000AE0130_1b93a61b9a6b442,1995.0,TUILES
69387000AR0015_6dd6f3b6ca4d879,1957.0,TUILES
69387000AT0036_f91a1516fd08ced,1900.0,TUILES
69387000AW0030_dae1772229f2b46,1880.0,TUILES
69387000BO0110_838654f8268b0fe,2010.0,TUILES
69387000BO0112_a0a39992585f023,2006.0,BETON
69387000BS0101_82d6aa9adcec5e2,2007.0,BETON
69387000BS0102_7825eda77e437a0,2008.0,
69387000BW0107_cdc75a4d62527cc,2002.0,
69388000BS0051_1d509f673f3de70,1998.0,BETON
69388000BV0068_a02a8fb3bb162b0,1968.0,BETON - AUTRES
69388000BX0027_1a315f8e3331990,2010.0,TUILES
69389000CE0036_498c83f7de5a1e5,1890.0,TUILES
690290000A0732_7d90b09f11ead9f,1968.0,BETON
69034000AX0410_af1b8c72824ad07,1800.0,TUILES
691050000A0359_105b274714dff02,2011.0,INDETERMINE
69115000AB0117_4f0d0bfb2c29fb5,1965.0,ZINC ALUMINIUM
69264000AK0350_2cfb9c23f446464,2005.0,
69266000BB0076_cec492d0c1100c0,2015.0,INDETERMINE
69266000BM0030_a84c2bf9a9c55f8,1995.0,
69266000CI0085_b0cccec75422f12,2008.0,ZINC ALUMINIUM
69275000AY0275_adbde79b780a014,2013.0,INDETERMINE
69286000BH0254_d783e7fa6c0e84a,2003.0,TUILES
69290000DT0027_19cefac7de1abc7,2009.0,
69381000AP0010_465485dbc241370,1900.0,TUILES
69382000AL0004_d5f73928bacac01,1993.0,
69382000AV0043_09ed7448054be4e,1850.0,TUILES
69383000AI0029_1f56df220bd3c03,1890.0,TUILES
69383000CZ0070_3e816b2f36edde4,1910.0,TUILES
69383000CZ0074_0983b6b3db47b52,1950.0,
69385000BO0225_69577cb3d4afef2,1990.0,TUILES
69386000AX0094_6ec0e45f5b72660,1885.0,TUILES
69387000AM0102_5ab254e507a58ce,1994.0,TUILES
69387000BK0094_d6b5dd4b74d1a3a,1930.0,TUILES
